Season,Region,County,CDC Week,Week Ending Date,Disease,Count,County Centroid,FIPS
2012-2013,CAPITAL DISTRICT,DELAWARE,12,3/23/2013,INFLUENZA_B,4,"    (42.1939865, -74.966728)",36025
2012-2013,CENTRAL,CHENANGO,12,3/23/2013,INFLUENZA_A,0,"    (42.489732, -75.6049051)",36017
2012-2013,METRO,SUFFOLK,12,3/23/2013,INFLUENZA_UNSPECIFIED,0,"    (40.943554, -72.6922184)",36103
2012-2013,CENTRAL,CHENANGO,12,3/23/2013,INFLUENZA_B,1,"    (42.489732, -75.6049051)",36017
2012-2013,CAPITAL DISTRICT,FULTON,12,3/23/2013,INFLUENZA_UNSPECIFIED,0,"    (43.1156093, -74.4236782)",36035
2012-2013,NYC,KINGS,12,3/23/2013,INFLUENZA_A,5,"    (40.6782, -73.9442)",36047
2012-2013,NYC,KINGS,12,3/23/2013,INFLUENZA_UNSPECIFIED,0,"    (40.6782, -73.9442)",36047
2012-2013,CENTRAL,CAYUGA,12,3/23/2013,INFLUENZA_UNSPECIFIED,0,"    (43.0085456, -76.5745866)",36011
2012-2013,WESTERN,WYOMING,12,3/23/2013,INFLUENZA_B,1,"    (42.7013627, -78.2285667)",36121
2012-2013,METRO,NASSAU,12,3/23/2013,INFLUENZA_A,15,"    (40.7506561, -73.582905)",36059
2012-2013,WESTERN,ONTARIO,12,3/23/2013,INFLUENZA_UNSPECIFIED,0,"    (42.8566949, -77.3032768)",36069
2012-2013,METRO,DUTCHESS,12,3/23/2013,INFLUENZA_A,1,"    (41.7550085, -73.7399512)",36027
2012-2013,METRO,ORANGE,12,3/23/2013,INFLUENZA_UNSPECIFIED,0,"    (41.4024096, -74.3062522)",36071
2012-2013,WESTERN,CHAUTAUQUA,12,3/23/2013,INFLUENZA_A,4,"    (42.3042159, -79.4075949)",36013
2012-2013,NYC,QUEENS,12,3/23/2013,INFLUENZA_UNSPECIFIED,0,"    (40.7282, -73.7949)",36081
2012-2013,METRO,ORANGE,12,3/23/2013,INFLUENZA_A,2,"    (41.4024096, -74.3062522)",36071
2012-2013,CENTRAL,JEFFERSON,12,3/23/2013,INFLUENZA_UNSPECIFIED,0,"    (44.0607, -75.9928)",36045
2012-2013,NYC,QUEENS,12,3/23/2013,INFLUENZA_B,58,"    (40.7282, -73.7949)",36081
2012-2013,CAPITAL DISTRICT,WARREN,12,3/23/2013,INFLUENZA_UNSPECIFIED,0,"    (43.5551053, -73.8381388)",36113
2012-2013,CENTRAL,OSWEGO,12,3/23/2013,INFLUENZA_B,7,"    (43.4614428, -76.209258)",36075
2012-2013,WESTERN,NIAGARA,12,3/23/2013,INFLUENZA_UNSPECIFIED,0,"    (43.203001, -78.71083)",36063
2012-2013,CAPITAL DISTRICT,SCHOHARIE,12,3/23/2013,INFLUENZA_UNSPECIFIED,0,"    (42.591294, -74.4381718)",36095
2012-2013,CAPITAL DISTRICT,FRANKLIN,12,3/23/2013,INFLUENZA_B,0,"    (44.5943743, -74.3106698)",36033
2012-2013,CAPITAL DISTRICT,GREENE,12,3/23/2013,INFLUENZA_UNSPECIFIED,0,"    (42.2869511, -74.1494949)",36039
2012-2013,WESTERN,MONROE,12,3/23/2013,INFLUENZA_B,123,"    (43.174966, -77.639663)",36055
2012-2013,WESTERN,MONROE,12,3/23/2013,INFLUENZA_UNSPECIFIED,0,"    (43.174966, -77.639663)",36055
2012-2013,METRO,PUTNAM,12,3/23/2013,INFLUENZA_UNSPECIFIED,0,"    (41.4351, -73.7949)",36079
2012-2013,CENTRAL,MADISON,12,3/23/2013,INFLUENZA_UNSPECIFIED,0,"    (42.9100255, -75.6635749)",36053
2012-2013,WESTERN,ERIE,12,3/23/2013,INFLUENZA_UNSPECIFIED,0,"    (42.752759, -78.7781922)",36029
2012-2013,CAPITAL DISTRICT,SARATOGA,12,3/23/2013,INFLUENZA_A,0,"    (43.1061353, -73.8553872)",36091
2012-2013,CENTRAL,ONEIDA,12,3/23/2013,INFLUENZA_UNSPECIFIED,0,"    (43.2427273, -75.4342824)",36065
2012-2013,CAPITAL DISTRICT,SCHENECTADY,12,3/23/2013,INFLUENZA_A,0,"    (42.8175421, -74.0435834)",36093
2012-2013,NYC,KINGS,12,3/23/2013,INFLUENZA_B,39,"    (40.6782, -73.9442)",36047
2012-2013,METRO,WESTCHESTER,12,3/23/2013,INFLUENZA_A,4,"    (41.1527698, -73.745912)",36119
2012-2013,CENTRAL,TOMPKINS,12,3/23/2013,INFLUENZA_A,1,"    (42.4532811, -76.4737116)",36109
2012-2013,WESTERN,GENESEE,12,3/23/2013,INFLUENZA_B,1,"    (43.0009096, -78.1927784)",36037
2012-2013,CENTRAL,ONONDAGA,12,3/23/2013,INFLUENZA_A,6,"    (43.0065299, -76.1961167)",36067
2012-2013,CENTRAL,TIOGA,12,3/23/2013,INFLUENZA_UNSPECIFIED,0,"    (42.1256, -76.3637)",36107
2012-2013,WESTERN,STEUBEN,12,3/23/2013,INFLUENZA_B,3,"    (42.2667252, -77.3855253)",36101
2012-2013,WESTERN,ORLEANS,12,3/23/2013,INFLUENZA_A,0,"    (43.209007, -78.254897)",36073
2012-2013,CENTRAL,CORTLAND,12,3/23/2013,INFLUENZA_B,2,"    (42.5938237, -76.0762647)",36023
2012-2013,CENTRAL,LEWIS,12,3/23/2013,INFLUENZA_UNSPECIFIED,0,"    (43.7863965, -75.4426165)",36049
2012-2013,NYC,QUEENS,12,3/23/2013,INFLUENZA_A,6,"    (40.7282, -73.7949)",36081
2012-2013,CAPITAL DISTRICT,FRANKLIN,12,3/23/2013,INFLUENZA_UNSPECIFIED,0,"    (44.5943743, -74.3106698)",36033
2012-2013,METRO,SULLIVAN,12,3/23/2013,INFLUENZA_B,0,"    (41.7201763, -74.7646796)",36105
2012-2013,CAPITAL DISTRICT,WASHINGTON,12,3/23/2013,INFLUENZA_A,0,"    (43.3123766, -73.4394282)",36115
2012-2013,WESTERN,ALLEGANY,12,3/23/2013,INFLUENZA_A,0,"    (42.2478938, -78.0261758)",36003
2012-2013,CAPITAL DISTRICT,CLINTON,12,3/23/2013,INFLUENZA_UNSPECIFIED,0,"    (44.7527103, -73.7056478)",36019
2012-2013,CENTRAL,CAYUGA,12,3/23/2013,INFLUENZA_A,1,"    (43.0085456, -76.5745866)",36011
2012-2013,NYC,BRONX,12,3/23/2013,INFLUENZA_B,87,"    (40.8448, -73.8648)",36005
2012-2013,WESTERN,ERIE,12,3/23/2013,INFLUENZA_A,6,"    (42.752759, -78.7781922)",36029
2012-2013,CAPITAL DISTRICT,RENSSELAER,12,3/23/2013,INFLUENZA_UNSPECIFIED,0,"    (42.7104206, -73.5138454)",36083
2012-2013,METRO,ROCKLAND,12,3/23/2013,INFLUENZA_A,0,"    (41.1547851, -74.0247721)",36087
2012-2013,NYC,RICHMOND,12,3/23/2013,INFLUENZA_B,15,"    (40.5795, -74.1502)",36085
2012-2013,CAPITAL DISTRICT,HAMILTON,12,3/23/2013,INFLUENZA_B,0,"    (43.6578786, -74.5024556)",36041
2012-2013,NYC,NEW YORK,12,3/23/2013,INFLUENZA_UNSPECIFIED,4,"    (40.7831, -73.9712)",36061
2012-2013,CENTRAL,JEFFERSON,12,3/23/2013,INFLUENZA_A,0,"    (44.0607, -75.9928)",36045
2012-2013,CAPITAL DISTRICT,RENSSELAER,12,3/23/2013,INFLUENZA_A,0,"    (42.7104206, -73.5138454)",36083
2012-2013,WESTERN,ORLEANS,12,3/23/2013,INFLUENZA_UNSPECIFIED,0,"    (43.209007, -78.254897)",36073
2012-2013,METRO,DUTCHESS,12,3/23/2013,INFLUENZA_UNSPECIFIED,0,"    (41.7550085, -73.7399512)",36027
2012-2013,CAPITAL DISTRICT,COLUMBIA,12,3/23/2013,INFLUENZA_B,1,"    (42.2477286, -73.6268046)",36021
2012-2013,CENTRAL,ONONDAGA,12,3/23/2013,INFLUENZA_B,29,"    (43.0065299, -76.1961167)",36067
2012-2013,CAPITAL DISTRICT,ESSEX,12,3/23/2013,INFLUENZA_B,0,"    (44.1089711, -73.7775726)",36031
2012-2013,CAPITAL DISTRICT,MONTGOMERY,12,3/23/2013,INFLUENZA_UNSPECIFIED,0,"    (42.9008912, -74.4353575)",36057
2012-2013,METRO,SULLIVAN,12,3/23/2013,INFLUENZA_UNSPECIFIED,0,"    (41.7201763, -74.7646796)",36105
2012-2013,WESTERN,YATES,12,3/23/2013,INFLUENZA_A,0,"    (42.6431, -77.1485)",36123
2012-2013,CENTRAL,TOMPKINS,12,3/23/2013,INFLUENZA_UNSPECIFIED,0,"    (42.4532811, -76.4737116)",36109
2012-2013,WESTERN,NIAGARA,12,3/23/2013,INFLUENZA_A,1,"    (43.203001, -78.71083)",36063
2012-2013,CAPITAL DISTRICT,FULTON,12,3/23/2013,INFLUENZA_B,1,"    (43.1156093, -74.4236782)",36035
2012-2013,METRO,ROCKLAND,12,3/23/2013,INFLUENZA_B,4,"    (41.1547851, -74.0247721)",36087
2012-2013,CENTRAL,HERKIMER,12,3/23/2013,INFLUENZA_B,0,"    (43.1631, -74.8741)",36043
2012-2013,CAPITAL DISTRICT,WARREN,12,3/23/2013,INFLUENZA_B,3,"    (43.5551053, -73.8381388)",36113
2012-2013,CAPITAL DISTRICT,MONTGOMERY,12,3/23/2013,INFLUENZA_B,0,"    (42.9008912, -74.4353575)",36057
2012-2013,CENTRAL,HERKIMER,12,3/23/2013,INFLUENZA_UNSPECIFIED,0,"    (43.1631, -74.8741)",36043
2012-2013,WESTERN,CHAUTAUQUA,12,3/23/2013,INFLUENZA_B,11,"    (42.3042159, -79.4075949)",36013
2012-2013,CAPITAL DISTRICT,WASHINGTON,12,3/23/2013,INFLUENZA_UNSPECIFIED,0,"    (43.3123766, -73.4394282)",36115
2012-2013,CENTRAL,TOMPKINS,12,3/23/2013,INFLUENZA_B,3,"    (42.4532811, -76.4737116)",36109
2012-2013,CENTRAL,MADISON,12,3/23/2013,INFLUENZA_B,1,"    (42.9100255, -75.6635749)",36053
2012-2013,CAPITAL DISTRICT,ALBANY,12,3/23/2013,INFLUENZA_UNSPECIFIED,0,"    (42.5882713, -73.9740136)",36001
2012-2013,CENTRAL,ST LAWRENCE,12,3/23/2013,INFLUENZA_A,2,"    (44.4881125, -75.074311)",36089
2012-2013,CAPITAL DISTRICT,OTSEGO,12,3/23/2013,INFLUENZA_B,3,"    (42.6297762, -75.028841)",36077
2012-2013,CAPITAL DISTRICT,ESSEX,12,3/23/2013,INFLUENZA_UNSPECIFIED,0,"    (44.1089711, -73.7775726)",36031
2012-2013,WESTERN,CHAUTAUQUA,12,3/23/2013,INFLUENZA_UNSPECIFIED,0,"    (42.3042159, -79.4075949)",36013
2012-2013,WESTERN,ONTARIO,12,3/23/2013,INFLUENZA_B,7,"    (42.8566949, -77.3032768)",36069
2012-2013,CENTRAL,CHENANGO,12,3/23/2013,INFLUENZA_UNSPECIFIED,0,"    (42.489732, -75.6049051)",36017
2012-2013,CAPITAL DISTRICT,OTSEGO,12,3/23/2013,INFLUENZA_UNSPECIFIED,0,"    (42.6297762, -75.028841)",36077
2012-2013,METRO,ULSTER,12,3/23/2013,INFLUENZA_UNSPECIFIED,0,"    (41.9472321, -74.265447)",36111
2012-2013,CENTRAL,ONEIDA,12,3/23/2013,INFLUENZA_B,6,"    (43.2427273, -75.4342824)",36065
2012-2013,WESTERN,ORLEANS,12,3/23/2013,INFLUENZA_B,5,"    (43.209007, -78.254897)",36073
2012-2013,WESTERN,CATTARAUGUS,12,3/23/2013,INFLUENZA_B,4,"    (42.2448527, -78.6810055)",36009
2012-2013,WESTERN,WYOMING,12,3/23/2013,INFLUENZA_UNSPECIFIED,0,"    (42.7013627, -78.2285667)",36121
2012-2013,CAPITAL DISTRICT,WASHINGTON,12,3/23/2013,INFLUENZA_B,1,"    (43.3123766, -73.4394282)",36115
2012-2013,WESTERN,CATTARAUGUS,12,3/23/2013,INFLUENZA_UNSPECIFIED,0,"    (42.2448527, -78.6810055)",36009
2012-2013,NYC,NEW YORK,12,3/23/2013,INFLUENZA_A,9,"    (40.7831, -73.9712)",36061
2012-2013,CAPITAL DISTRICT,SCHENECTADY,12,3/23/2013,INFLUENZA_UNSPECIFIED,0,"    (42.8175421, -74.0435834)",36093
2012-2013,WESTERN,WAYNE,12,3/23/2013,INFLUENZA_UNSPECIFIED,0,"    (43.202, -77.0104)",36117
2012-2013,CAPITAL DISTRICT,HAMILTON,12,3/23/2013,INFLUENZA_UNSPECIFIED,0,"    (43.6578786, -74.5024556)",36041
2012-2013,METRO,DUTCHESS,12,3/23/2013,INFLUENZA_B,6,"    (41.7550085, -73.7399512)",36027
2012-2013,WESTERN,CATTARAUGUS,12,3/23/2013,INFLUENZA_A,3,"    (42.2448527, -78.6810055)",36009
2012-2013,WESTERN,LIVINGSTON,12,3/23/2013,INFLUENZA_B,3,"    (42.7274845, -77.7697795)",36051
2012-2013,WESTERN,CHEMUNG,12,3/23/2013,INFLUENZA_A,0,"    (42.1552807, -76.7471788)",36015
2012-2013,METRO,ULSTER,12,3/23/2013,INFLUENZA_B,1,"    (41.9472321, -74.265447)",36111
2012-2013,CENTRAL,TIOGA,12,3/23/2013,INFLUENZA_A,1,"    (42.1256, -76.3637)",36107
2012-2013,CAPITAL DISTRICT,COLUMBIA,12,3/23/2013,INFLUENZA_UNSPECIFIED,0,"    (42.2477286, -73.6268046)",36021
2012-2013,CENTRAL,BROOME,12,3/23/2013,INFLUENZA_UNSPECIFIED,0,"    (42.1619773, -75.830291)",36007
2012-2013,WESTERN,ONTARIO,12,3/23/2013,INFLUENZA_A,2,"    (42.8566949, -77.3032768)",36069
2012-2013,WESTERN,WAYNE,12,3/23/2013,INFLUENZA_B,10,"    (43.202, -77.0104)",36117
2012-2013,CENTRAL,CAYUGA,12,3/23/2013,INFLUENZA_B,0,"    (43.0085456, -76.5745866)",36011
2012-2013,CENTRAL,MADISON,12,3/23/2013,INFLUENZA_A,0,"    (42.9100255, -75.6635749)",36053
2012-2013,WESTERN,CHEMUNG,12,3/23/2013,INFLUENZA_UNSPECIFIED,0,"    (42.1552807, -76.7471788)",36015
2012-2013,WESTERN,SENECA,12,3/23/2013,INFLUENZA_A,0,"    (42.7652, -76.8721)",36099
2012-2013,CAPITAL DISTRICT,CLINTON,12,3/23/2013,INFLUENZA_B,0,"    (44.7527103, -73.7056478)",36019
2012-2013,NYC,BRONX,12,3/23/2013,INFLUENZA_A,16,"    (40.8448, -73.8648)",36005
2012-2013,CAPITAL DISTRICT,SCHOHARIE,12,3/23/2013,INFLUENZA_A,0,"    (42.591294, -74.4381718)",36095
2012-2013,CAPITAL DISTRICT,FRANKLIN,12,3/23/2013,INFLUENZA_A,0,"    (44.5943743, -74.3106698)",36033
2012-2013,METRO,NASSAU,12,3/23/2013,INFLUENZA_B,80,"    (40.7506561, -73.582905)",36059
2012-2013,NYC,NEW YORK,12,3/23/2013,INFLUENZA_B,44,"    (40.7831, -73.9712)",36061
2012-2013,METRO,WESTCHESTER,12,3/23/2013,INFLUENZA_UNSPECIFIED,0,"    (41.1527698, -73.745912)",36119
2012-2013,METRO,NASSAU,12,3/23/2013,INFLUENZA_UNSPECIFIED,0,"    (40.7506561, -73.582905)",36059
2012-2013,CAPITAL DISTRICT,FULTON,12,3/23/2013,INFLUENZA_A,0,"    (43.1156093, -74.4236782)",36035
2012-2013,WESTERN,WAYNE,12,3/23/2013,INFLUENZA_A,2,"    (43.202, -77.0104)",36117
2012-2013,CAPITAL DISTRICT,ALBANY,12,3/23/2013,INFLUENZA_B,11,"    (42.5882713, -73.9740136)",36001
2012-2013,CENTRAL,BROOME,12,3/23/2013,INFLUENZA_B,8,"    (42.1619773, -75.830291)",36007
2012-2013,WESTERN,LIVINGSTON,12,3/23/2013,INFLUENZA_UNSPECIFIED,0,"    (42.7274845, -77.7697795)",36051
2012-2013,WESTERN,MONROE,12,3/23/2013,INFLUENZA_A,28,"    (43.174966, -77.639663)",36055
2012-2013,METRO,PUTNAM,12,3/23/2013,INFLUENZA_A,0,"    (41.4351, -73.7949)",36079
2012-2013,CAPITAL DISTRICT,WARREN,12,3/23/2013,INFLUENZA_A,0,"    (43.5551053, -73.8381388)",36113
2012-2013,METRO,ULSTER,12,3/23/2013,INFLUENZA_A,0,"    (41.9472321, -74.265447)",36111
2012-2013,CENTRAL,LEWIS,12,3/23/2013,INFLUENZA_A,0,"    (43.7863965, -75.4426165)",36049
2012-2013,WESTERN,NIAGARA,12,3/23/2013,INFLUENZA_B,3,"    (43.203001, -78.71083)",36063
2012-2013,CAPITAL DISTRICT,SARATOGA,12,3/23/2013,INFLUENZA_UNSPECIFIED,0,"    (43.1061353, -73.8553872)",36091
2012-2013,CAPITAL DISTRICT,GREENE,12,3/23/2013,INFLUENZA_B,0,"    (42.2869511, -74.1494949)",36039
2012-2013,WESTERN,YATES,12,3/23/2013,INFLUENZA_UNSPECIFIED,0,"    (42.6431, -77.1485)",36123
2012-2013,CENTRAL,ST LAWRENCE,12,3/23/2013,INFLUENZA_B,3,"    (44.4881125, -75.074311)",36089
2012-2013,CAPITAL DISTRICT,SCHENECTADY,12,3/23/2013,INFLUENZA_B,13,"    (42.8175421, -74.0435834)",36093
2012-2013,WESTERN,ERIE,12,3/23/2013,INFLUENZA_B,44,"    (42.752759, -78.7781922)",36029
2012-2013,METRO,SUFFOLK,12,3/23/2013,INFLUENZA_B,67,"    (40.943554, -72.6922184)",36103
2012-2013,CENTRAL,OSWEGO,12,3/23/2013,INFLUENZA_A,3,"    (43.4614428, -76.209258)",36075
2012-2013,CENTRAL,ONONDAGA,12,3/23/2013,INFLUENZA_UNSPECIFIED,0,"    (43.0065299, -76.1961167)",36067
2012-2013,WESTERN,SENECA,12,3/23/2013,INFLUENZA_B,0,"    (42.7652, -76.8721)",36099
2012-2013,WESTERN,ALLEGANY,12,3/23/2013,INFLUENZA_B,0,"    (42.2478938, -78.0261758)",36003
2012-2013,CAPITAL DISTRICT,OTSEGO,12,3/23/2013,INFLUENZA_A,0,"    (42.6297762, -75.028841)",36077
2012-2013,WESTERN,ALLEGANY,12,3/23/2013,INFLUENZA_UNSPECIFIED,0,"    (42.2478938, -78.0261758)",36003
2012-2013,WESTERN,CHEMUNG,12,3/23/2013,INFLUENZA_B,0,"    (42.1552807, -76.7471788)",36015
2012-2013,CENTRAL,BROOME,12,3/23/2013,INFLUENZA_A,0,"    (42.1619773, -75.830291)",36007
2012-2013,CENTRAL,JEFFERSON,12,3/23/2013,INFLUENZA_B,0,"    (44.0607, -75.9928)",36045
2012-2013,WESTERN,STEUBEN,12,3/23/2013,INFLUENZA_UNSPECIFIED,0,"    (42.2667252, -77.3855253)",36101
2012-2013,CENTRAL,TIOGA,12,3/23/2013,INFLUENZA_B,1,"    (42.1256, -76.3637)",36107
2012-2013,METRO,SULLIVAN,12,3/23/2013,INFLUENZA_A,0,"    (41.7201763, -74.7646796)",36105
2012-2013,METRO,WESTCHESTER,12,3/23/2013,INFLUENZA_B,49,"    (41.1527698, -73.745912)",36119
2012-2013,WESTERN,SCHUYLER,12,3/23/2013,INFLUENZA_UNSPECIFIED,0,"    (42.419776, -76.9386038)",36097
2012-2013,CENTRAL,CORTLAND,12,3/23/2013,INFLUENZA_A,0,"    (42.5938237, -76.0762647)",36023
2012-2013,CAPITAL DISTRICT,CLINTON,12,3/23/2013,INFLUENZA_A,0,"    (44.7527103, -73.7056478)",36019
2012-2013,CAPITAL DISTRICT,SCHOHARIE,12,3/23/2013,INFLUENZA_B,1,"    (42.591294, -74.4381718)",36095
2012-2013,CAPITAL DISTRICT,HAMILTON,12,3/23/2013,INFLUENZA_A,0,"    (43.6578786, -74.5024556)",36041
2012-2013,WESTERN,SCHUYLER,12,3/23/2013,INFLUENZA_B,0,"    (42.419776, -76.9386038)",36097
2012-2013,CAPITAL DISTRICT,ESSEX,12,3/23/2013,INFLUENZA_A,0,"    (44.1089711, -73.7775726)",36031
2012-2013,CENTRAL,ONEIDA,12,3/23/2013,INFLUENZA_A,6,"    (43.2427273, -75.4342824)",36065
2012-2013,NYC,RICHMOND,12,3/23/2013,INFLUENZA_A,0,"    (40.5795, -74.1502)",36085
2012-2013,WESTERN,SCHUYLER,12,3/23/2013,INFLUENZA_A,0,"    (42.419776, -76.9386038)",36097
2012-2013,CENTRAL,CORTLAND,12,3/23/2013,INFLUENZA_UNSPECIFIED,0,"    (42.5938237, -76.0762647)",36023
2012-2013,WESTERN,STEUBEN,12,3/23/2013,INFLUENZA_A,0,"    (42.2667252, -77.3855253)",36101
2012-2013,CENTRAL,OSWEGO,12,3/23/2013,INFLUENZA_UNSPECIFIED,0,"    (43.4614428, -76.209258)",36075
2012-2013,METRO,ROCKLAND,12,3/23/2013,INFLUENZA_UNSPECIFIED,0,"    (41.1547851, -74.0247721)",36087
2012-2013,WESTERN,GENESEE,12,3/23/2013,INFLUENZA_UNSPECIFIED,0,"    (43.0009096, -78.1927784)",36037
2012-2013,WESTERN,LIVINGSTON,12,3/23/2013,INFLUENZA_A,1,"    (42.7274845, -77.7697795)",36051
2012-2013,CAPITAL DISTRICT,MONTGOMERY,12,3/23/2013,INFLUENZA_A,0,"    (42.9008912, -74.4353575)",36057
2012-2013,CAPITAL DISTRICT,ALBANY,12,3/23/2013,INFLUENZA_A,1,"    (42.5882713, -73.9740136)",36001
2012-2013,METRO,ORANGE,12,3/23/2013,INFLUENZA_B,19,"    (41.4024096, -74.3062522)",36071
2012-2013,METRO,PUTNAM,12,3/23/2013,INFLUENZA_B,4,"    (41.4351, -73.7949)",36079
2012-2013,WESTERN,YATES,12,3/23/2013,INFLUENZA_B,0,"    (42.6431, -77.1485)",36123
2012-2013,NYC,RICHMOND,12,3/23/2013,INFLUENZA_UNSPECIFIED,0,"    (40.5795, -74.1502)",36085
2012-2013,WESTERN,GENESEE,12,3/23/2013,INFLUENZA_A,0,"    (43.0009096, -78.1927784)",36037
2012-2013,CAPITAL DISTRICT,COLUMBIA,12,3/23/2013,INFLUENZA_A,0,"    (42.2477286, -73.6268046)",36021
2012-2013,CAPITAL DISTRICT,SARATOGA,12,3/23/2013,INFLUENZA_B,31,"    (43.1061353, -73.8553872)",36091
2012-2013,METRO,SUFFOLK,12,3/23/2013,INFLUENZA_A,5,"    (40.943554, -72.6922184)",36103
2012-2013,CENTRAL,ST LAWRENCE,12,3/23/2013,INFLUENZA_UNSPECIFIED,0,"    (44.4881125, -75.074311)",36089
2012-2013,CAPITAL DISTRICT,DELAWARE,12,3/23/2013,INFLUENZA_UNSPECIFIED,0,"    (42.1939865, -74.966728)",36025
2012-2013,CAPITAL DISTRICT,DELAWARE,12,3/23/2013,INFLUENZA_A,0,"    (42.1939865, -74.966728)",36025
2012-2013,METRO,NASSAU,11,3/16/2013,INFLUENZA_UNSPECIFIED,0,"    (40.7506561, -73.582905)",36059
2012-2013,CAPITAL DISTRICT,ALBANY,11,3/16/2013,INFLUENZA_A,2,"    (42.5882713, -73.9740136)",36001
2012-2013,CAPITAL DISTRICT,WASHINGTON,11,3/16/2013,INFLUENZA_B,1,"    (43.3123766, -73.4394282)",36115
2012-2013,WESTERN,CHEMUNG,11,3/16/2013,INFLUENZA_B,0,"    (42.1552807, -76.7471788)",36015
2012-2013,WESTERN,LIVINGSTON,11,3/16/2013,INFLUENZA_UNSPECIFIED,0,"    (42.7274845, -77.7697795)",36051
2012-2013,WESTERN,ORLEANS,11,3/16/2013,INFLUENZA_UNSPECIFIED,0,"    (43.209007, -78.254897)",36073
2012-2013,WESTERN,CATTARAUGUS,11,3/16/2013,INFLUENZA_B,4,"    (42.2448527, -78.6810055)",36009
2012-2013,WESTERN,ALLEGANY,11,3/16/2013,INFLUENZA_A,2,"    (42.2478938, -78.0261758)",36003
2012-2013,CENTRAL,TIOGA,11,3/16/2013,INFLUENZA_B,0,"    (42.1256, -76.3637)",36107
2012-2013,WESTERN,YATES,11,3/16/2013,INFLUENZA_B,0,"    (42.6431, -77.1485)",36123
2012-2013,METRO,WESTCHESTER,11,3/16/2013,INFLUENZA_B,51,"    (41.1527698, -73.745912)",36119
2012-2013,WESTERN,CHEMUNG,11,3/16/2013,INFLUENZA_UNSPECIFIED,0,"    (42.1552807, -76.7471788)",36015
2012-2013,NYC,KINGS,11,3/16/2013,INFLUENZA_B,54,"    (40.6782, -73.9442)",36047
2012-2013,CENTRAL,OSWEGO,11,3/16/2013,INFLUENZA_B,2,"    (43.4614428, -76.209258)",36075
2012-2013,NYC,QUEENS,11,3/16/2013,INFLUENZA_A,8,"    (40.7282, -73.7949)",36081
2012-2013,CAPITAL DISTRICT,RENSSELAER,11,3/16/2013,INFLUENZA_A,0,"    (42.7104206, -73.5138454)",36083
2012-2013,NYC,KINGS,11,3/16/2013,INFLUENZA_A,14,"    (40.6782, -73.9442)",36047
2012-2013,METRO,NASSAU,11,3/16/2013,INFLUENZA_B,115,"    (40.7506561, -73.582905)",36059
2012-2013,WESTERN,ORLEANS,11,3/16/2013,INFLUENZA_B,3,"    (43.209007, -78.254897)",36073
2012-2013,WESTERN,WAYNE,11,3/16/2013,INFLUENZA_UNSPECIFIED,0,"    (43.202, -77.0104)",36117
2012-2013,CAPITAL DISTRICT,SARATOGA,11,3/16/2013,INFLUENZA_A,3,"    (43.1061353, -73.8553872)",36091
2012-2013,CENTRAL,ST LAWRENCE,11,3/16/2013,INFLUENZA_B,2,"    (44.4881125, -75.074311)",36089
2012-2013,CENTRAL,OSWEGO,11,3/16/2013,INFLUENZA_A,0,"    (43.4614428, -76.209258)",36075
2012-2013,WESTERN,ALLEGANY,11,3/16/2013,INFLUENZA_B,2,"    (42.2478938, -78.0261758)",36003
2012-2013,CENTRAL,TIOGA,11,3/16/2013,INFLUENZA_A,1,"    (42.1256, -76.3637)",36107
2012-2013,CENTRAL,BROOME,11,3/16/2013,INFLUENZA_B,24,"    (42.1619773, -75.830291)",36007
2012-2013,WESTERN,ORLEANS,11,3/16/2013,INFLUENZA_A,3,"    (43.209007, -78.254897)",36073
2012-2013,CENTRAL,ONEIDA,11,3/16/2013,INFLUENZA_UNSPECIFIED,0,"    (43.2427273, -75.4342824)",36065
2012-2013,WESTERN,NIAGARA,11,3/16/2013,INFLUENZA_B,1,"    (43.203001, -78.71083)",36063
2012-2013,WESTERN,MONROE,11,3/16/2013,INFLUENZA_A,35,"    (43.174966, -77.639663)",36055
2012-2013,WESTERN,CATTARAUGUS,11,3/16/2013,INFLUENZA_UNSPECIFIED,0,"    (42.2448527, -78.6810055)",36009
2012-2013,CAPITAL DISTRICT,SARATOGA,11,3/16/2013,INFLUENZA_UNSPECIFIED,0,"    (43.1061353, -73.8553872)",36091
2012-2013,METRO,SUFFOLK,11,3/16/2013,INFLUENZA_B,79,"    (40.943554, -72.6922184)",36103
2012-2013,METRO,ROCKLAND,11,3/16/2013,INFLUENZA_A,1,"    (41.1547851, -74.0247721)",36087
2012-2013,WESTERN,WAYNE,11,3/16/2013,INFLUENZA_A,5,"    (43.202, -77.0104)",36117
2012-2013,CAPITAL DISTRICT,WARREN,11,3/16/2013,INFLUENZA_UNSPECIFIED,0,"    (43.5551053, -73.8381388)",36113
2012-2013,CAPITAL DISTRICT,OTSEGO,11,3/16/2013,INFLUENZA_B,1,"    (42.6297762, -75.028841)",36077
2012-2013,CENTRAL,ST LAWRENCE,11,3/16/2013,INFLUENZA_UNSPECIFIED,0,"    (44.4881125, -75.074311)",36089
2012-2013,CAPITAL DISTRICT,MONTGOMERY,11,3/16/2013,INFLUENZA_B,4,"    (42.9008912, -74.4353575)",36057
2012-2013,CENTRAL,CHENANGO,11,3/16/2013,INFLUENZA_A,0,"    (42.489732, -75.6049051)",36017
2012-2013,METRO,PUTNAM,11,3/16/2013,INFLUENZA_UNSPECIFIED,0,"    (41.4351, -73.7949)",36079
